Roll (deg),Pitch (deg),Yaw (deg),Altitude Deviation (m),Yaw Angle to Target (deg),Pitch Angle to Target (deg),Velocity X-Axis,Altitude_change,Pitch Rate [deg/s],Yaw Rate [deg/s],Roll Rate [deg/s]
-59.18083,-37.17353,31.560936,-52.11145,2.5922751,0.682732,156.96509,-107.23392,-23.851784,-1.1304235,-3.5363712
-59.567867,-37.233837,31.543573,-52.65735,2.6133668,0.68995833,157.27246,-107.68646,-16.405376,-0.26482007,-3.9205284
-59.819096,-37.29248,31.506924,-53.205536,2.6537607,0.6972325,157.5918,-108.13867,-9.212231,0.4484975,-4.325531
-59.940113,-37.351078,31.453293,-53.756027,2.7111068,0.70455444,157.92114,-108.591095,-2.6184485,0.99589616,-4.738539
-59.94256,-37.411114,31.385456,-54.308823,2.7827008,0.71187645,158.25928,-109.04401,3.1871846,1.3701086,-5.150591
-59.84133,-37.47391,31.306307,-54.863922,2.8654964,0.719253,158.604,-109.49759,8.141285,1.5701511,-5.555976
-59.652477,-37.54071,31.219017,-55.421326,2.9565291,0.7266501,158.9541,-109.95195,12.261637,1.5997121,-5.951198
-59.391727,-37.612663,31.126537,-55.981033,3.052671,0.7340882,159.30786,-110.40718,15.610533,1.4664962,-6.333907
-59.07369,-37.69086,31.031801,-56.54306,3.1511075,0.7415536,159.66309,-110.8634,18.269745,1.1812129,-6.702355
-58.711483,-37.776325,30.937517,-57.107407,3.2490525,0.7490531,160.01904,-111.32074,20.325958,0.75637513,-7.0550113
-58.3167,-37.870014,30.846157,-57.674072,3.3440878,0.75658685,160.37451,-111.7793,21.86237,0.20638098,-7.39051
-57.899345,-37.972767,30.75996,-58.243073,3.4339595,0.7641479,160.72852,-112.23926,22.95468,-0.45352453,-7.707431
-57.46805,-38.085365,30.68088,-58.814423,3.5166728,0.77174985,161.07983,-112.700775,23.669363,-1.2073861,-8.004326
-57.030178,-38.208443,30.610653,-59.388123,3.5905757,0.77937233,161.42822,-113.16397,24.063055,-2.0390027,-8.279746
-56.591953,-38.342525,30.550655,-59.964172,3.654192,0.7870427,161.7727,-113.62901,24.18335,-2.9321454,-8.532108
-56.158726,-38.487988,30.502079,-60.542603,3.7063882,0.79474026,162.1128,-114.09602,24.068985,-3.8707774,-8.759881
-55.73501,-38.64507,30.46588,-61.123398,3.7462082,0.8024652,162.44873,-114.565125,23.716301,-4.8392706,-8.961345
-55.325268,-38.813843,30.442766,-61.706573,3.7729416,0.81023115,162.77954,-115.03642,23.122648,-5.822572,-9.13464
-54.9339,-38.99422,30.433218,-62.292175,3.786083,0.81801754,163.10547,-115.50995,22.309937,-6.8059278,-9.278319
-54.564808,-39.185966,30.437574,-62.880173,3.7853317,0.8258518,163.42603,-115.98575,21.289179,-7.775159,-9.391127
-54.22163,-39.38866,30.455961,-63.47058,3.7705238,0.83371335,163.74146,-116.46384,20.063435,-8.716933,-9.472078
-53.907825,-39.60174,30.48835,-64.063446,3.7417276,0.84161586,164.05151,-116.94414,18.627756,-9.618791,-9.5203
-53.626873,-39.82448,30.534523,-64.65875,3.6990936,0.84953886,164.3562,-117.426605,16.970179,-10.469177,-9.535216
-53.38234,-40.056007,30.59419,-65.2565,3.6429768,0.85750973,164.65552,-117.91113,15.072178,-11.257408,-9.51642
-53.17806,-40.295315,30.666891,-65.85672,3.5738006,0.8655147,164.94946,-118.39755,12.908893,-11.973621,-9.463691
-53.01815,-40.541264,30.752132,-66.45943,3.4921253,0.87354016,165.23853,-118.88574,10.449916,-12.608774,-9.376975
-52.90723,-40.792587,30.849163,-67.064606,3.39862,0.88160664,165.52222,-119.37543,7.660248,-13.154507,-9.257037
-52.850376,-41.047916,30.957298,-67.67227,3.2939951,0.88972086,165.80151,-119.865845,4.5073237,-13.603851,-9.113302
-52.853107,-41.305893,31.075542,-68.28244,3.179248,0.89785564,166.07617,-120.35712,0.94387746,-13.949568,-8.943149
-52.921627,-41.565033,31.202871,-68.89511,3.0554166,0.90603137,166.34644,-120.84903,-3.0809343,-14.184799,-8.743762
-53.06301,-41.8237,31.338217,-69.510284,2.9235394,0.91423446,166.61328,-121.34143,-7.618966,-14.303207,-8.511945
-53.28509,-42.08014,31.480463,-70.127945,2.7847772,0.9224853,166.87646,-121.83411,-12.720571,-14.298809,-8.244202
-53.596478,-42.332455,31.628391,-70.74811,2.6403189,0.9307566,167.13623,-122.32685,-18.429379,-14.166058,-7.9367886
-54.006466,-42.57863,31.780746,-71.37079,2.4914343,0.9390758,167.39355,-122.81941,-24.773724,-13.899871,-7.5857444
-54.524742,-42.81655,31.936146,-71.99596,2.3394625,0.9474291,167.6482,-123.31155,-30.485865,-13.4989395,-7.1965055
-55.13965,-43.04418,32.092968,-72.62363,2.1860702,0.9558098,167.90161,-123.80323,-35.559986,-12.960939,-6.772624
-55.839226,-43.259567,32.24931,-73.2538,2.033156,0.96423143,168.15332,-124.29414,-40.073593,-12.296853,-6.3171597
-56.612717,-43.46101,32.403126,-73.88646,1.8827552,0.97267354,168.406,-124.782234,-44.068024,-11.522201,-5.8653016
-57.449768,-43.647514,32.552025,-74.521576,1.7372586,0.9811703,168.66064,-125.267204,-47.59691,-10.651516,-5.4319944
-58.340862,-43.818542,32.69353,-75.159164,1.5991385,0.98969436,168.91846,-125.74854,-50.7103,-9.699688,-5.0284944
-59.277325,-43.97395,32.82522,-75.799194,1.4708402,0.9982526,169.18115,-126.22589,-53.454723,-8.681498,-4.6631064
-60.251266,-44.113953,32.94468,-76.44162,1.3547543,1.0068381,169.4497,-126.699,-55.87332,-7.611535,-4.34135
-61.25566,-44.23906,33.049713,-77.08645,1.2530664,1.0154647,169.72583,-127.16773,-58.005978,-6.5040607,-4.066312
-62.284313,-44.350033,33.138355,-77.73364,1.167771,1.0241185,170.0105,-127.63202,-58.81287,-5.3754134,-3.8470082
-63.313816,-44.448006,33.208855,-78.38316,1.100603,1.0328133,170.30469,-128.09207,-58.005787,-4.239444,-3.6916897
-64.31617,-44.53439,33.259674,-79.03504,1.0531195,1.0415355,170.60913,-128.54797,-55.5346,-3.1182544,-3.6100006
-65.262794,-44.610954,33.28971,-79.6892,1.0263997,1.0502918,170.9248,-128.99994,-51.402035,-2.0359974,-3.609181
-66.12558,-44.67973,33.298386,-80.34568,1.0210586,1.0590891,171.25146,-129.44849,-45.753685,-1.0169605,-3.6917717
-66.87921,-44.742912,33.285725,-81.0044,1.0370003,1.0679069,171.5896,-129.89438,-38.915737,-0.0849129,-3.8539476
-67.504395,-44.80267,33.252487,-81.6654,1.073528,1.0767587,171.93823,-130.33858,-31.491077,0.7387532,-4.08336
-67.99229,-44.860985,33.200085,-82.32863,1.1292351,1.085638,172.29688,-130.7821,-24.255121,1.4361974,-4.3603377
-68.347496,-44.919544,33.130554,-82.99414,1.2019902,1.0945582,172.66406,-131.22577,-17.617952,1.9948249,-4.664609
-68.58177,-44.979645,33.04656,-83.66189,1.28928,1.1035058,173.03833,-131.66998,-11.8434105,2.4091442,-4.9800544
-68.7115,-45.042324,32.95092,-84.33191,1.3881812,1.1124806,173.41846,-132.11499,-7.03392,2.6789913,-5.295746
-68.75492,-45.108376,32.846638,-85.00417,1.4956884,1.1215034,173.80273,-132.56076,-3.174699,2.8086283,-5.6050715
-68.72994,-45.178463,32.736794,-85.67871,1.6087826,1.1305534,174.18896,-133.0073,-0.18608166,2.8058143,-5.904234
-68.65311,-45.25314,32.624165,-86.35553,1.7246363,1.1396307,174.57715,-133.4545,2.037664,2.6806579,-6.1909924
-68.53907,-45.332897,32.51151,-87.03463,1.8405037,1.1487353,174.96484,-133.90237,3.5048158,2.4453716,-6.463162
-68.40221,-45.41814,32.401253,-87.71598,1.9539804,1.1578741,175.3518,-134.35089,4.3170347,2.1129327,-6.719048
-68.25495,-45.5092,32.295647,-88.39963,2.0628126,1.1670538,175.73657,-134.8,4.593493,1.6978483,-6.9576674
-68.10767,-45.606327,32.196568,-89.08555,2.165074,1.1762542,176.11841,-135.24973,4.4370546,1.2150086,-7.178228
-67.96871,-45.709705,32.10567,-89.773766,2.2591531,1.1855022,176.49683,-135.70009,3.9318938,0.6792213,-7.3799095
-67.84489,-45.819412,32.024323,-90.464264,2.3436973,1.1947708,176.87134,-136.15112,3.1460943,0.10474777,-7.561948
-67.74166,-45.935432,31.95359,-91.15706,2.4175863,1.2040735,177.24146,-136.60284,2.1344886,-0.494533,-7.7235775
-67.66342,-46.057655,31.894249,-91.85215,2.480096,1.2134172,177.60718,-137.0553,0.9415552,-1.1056982,-7.864115
-67.61358,-46.185875,31.846903,-92.549545,2.530585,1.2227882,177.96777,-137.50851,-0.3962056,-1.7166177,-7.9830427
-67.594864,-46.319786,31.811836,-93.249245,2.5688066,1.2321866,178.32373,-137.96246,-1.8485769,-2.316199,-8.079949
-67.609276,-46.458992,31.789202,-93.95123,2.5945702,1.2416259,178.6748,-138.41714,-3.3897681,-2.8944154,-8.15459
-67.65827,-46.60303,31.77886,-94.65556,2.608053,1.2510926,179.021,-138.87256,-4.9971027,-3.4423878,-8.206936
-67.742805,-46.751347,31.780567,-95.36219,2.6094463,1.2605933,179.3628,-139.32866,-6.649735,-3.9524937,-8.237207
-67.863365,-46.903336,31.793915,-96.07115,2.5992148,1.270135,179.69995,-139.78537,-8.327558,-4.4182577,-8.245841
-68.01998,-47.058357,31.818298,-96.78242,2.577918,1.2796905,180.03271,-140.24265,-10.010543,-4.834462,-8.233628
-68.212265,-47.21573,31.853008,-97.49602,2.5463216,1.2893075,180.36182,-140.70038,-11.677737,-5.197118,-8.201527
-68.43941,-47.37474,31.897255,-98.21193,2.5051358,1.298938,180.68701,-141.15846,-13.306929,-5.5034385,-8.150874
-68.70015,-47.534702,31.950134,-98.93018,2.4553435,1.3086095,181.00903,-141.61685,-14.874457,-5.7518387,-8.083255
-68.99274,-47.69493,32.010635,-99.65076,2.397888,1.3183084,181.32788,-142.07538,-16.355106,-5.9418817,-8.000555
-69.315,-47.854786,32.077763,-100.373665,2.3338482,1.3280346,181.64453,-142.534,-17.722673,-6.0741963,-7.9049325
-69.66429,-48.01364,32.150368,-101.09889,2.2642758,1.3378018,181.95874,-142.99252,-18.950714,-6.150503,-7.798737
-70.037476,-48.170975,32.227398,-101.82648,2.190264,1.3476031,182.27148,-143.4509,-20.013546,-6.173343,-7.684536
-70.430984,-48.32629,32.30779,-102.55637,2.1129189,1.3574318,182.58301,-143.90898,-20.887619,-6.1462684,-7.5649533
-70.84088,-48.479206,32.39038,-103.288574,2.0333471,1.3673013,182.89355,-144.36671,-21.55318,-6.0734587,-7.4426656
-71.2629,-48.629395,32.474174,-104.023125,1.9525597,1.3772051,183.20361,-144.824,-21.995775,-5.959777,-7.320323
-71.6926,-48.776627,32.55816,-104.759995,1.8715537,1.3871294,183.51392,-145.28079,-22.207813,-5.8105507,-7.200358
-72.12541,-48.920765,32.641403,-105.499176,1.7913126,1.3971014,183.82446,-145.73706,-22.18967,-5.6314087,-7.0849276
-72.5569,-49.06175,32.72309,-106.240685,1.7125742,1.4071077,184.13599,-146.19272,-21.950506,-5.4282517,-6.975945
-72.9828,-49.19959,32.802544,-106.984505,1.6361307,1.4171412,184.44824,-146.64781,-21.50821,-5.2069807,-6.8747764
-73.39926,-49.334362,32.87908,-107.73063,1.5625423,1.4272021,184.76196,-147.10234,-20.888712,-4.973334,-6.782405
-73.802925,-49.466198,32.952217,-108.47906,1.4923416,1.4372971,185.07715,-147.5563,-20.124468,-4.7328563,-6.699322
-74.19114,-49.59527,33.021614,-109.22979,1.4258839,1.4474399,185.39404,-148.00975,-19.25239,-4.49074,-6.6255836
-74.56186,-49.72177,33.08702,-109.982834,1.3634013,1.4575964,185.71289,-148.4627,-18.311163,-4.251656,-6.5608883
-74.91385,-49.8459,33.1483,-110.73818,1.3050305,1.467794,186.0332,-148.91522,-17.338736,-4.0197573,-6.50458
-75.24656,-49.967907,33.205494,-111.495804,1.2507715,1.4780256,186.35547,-149.36731,-16.369913,-3.7985685,-6.4557576
-75.560135,-50.08798,33.258633,-112.255745,1.2005149,1.4882913,186.67944,-149.81902,-15.434423,-3.5910401,-6.4134655
-75.85524,-50.206326,33.307976,-113.01797,1.1540834,1.4985844,187.00513,-150.27034,-14.556034,-3.3995216,-6.37661
-76.13303,-50.323154,33.353737,-113.78249,1.1112034,1.5089116,187.33228,-150.72133,-13.751929,-3.2257068,-6.3441525
-76.39498,-50.43863,33.396263,-114.5493,1.0715474,1.5192798,187.66089,-151.17198,-13.033175,-3.0707436,-6.3150835
-76.6428,-50.552902,33.43592,-115.3184,1.03476,1.5296754,187.99072,-151.6223,-12.405262,-2.9353418,-6.2885003
-76.87832,-50.666122,33.473156,-116.08979,1.0004041,1.5401051,188.32178,-152.0723,-11.86931,-2.8196385,-6.263529
-77.10339,-50.77841,33.508347,-116.86346,0.9680427,1.5505621,188.65356,-152.52197,-11.422835,-2.723442,-6.2394595
-77.31984,-50.889862,33.541992,-117.639404,0.93722486,1.5610533,188.98584,-152.97131,-11.061053,-2.6462338,-6.215663
-77.52945,-51.000572,33.574505,-118.41763,0.9075272,1.5715786,189.31885,-153.42032,-10.777437,-2.5873847,-6.191566
-77.73384,-51.110607,33.606346,-119.19816,0.8785262,1.5821518,189.65234,-153.86906,-10.564663,-2.5462399,-6.1667314
-77.93455,-51.22001,33.63797,-119.98096,0.84973013,1.5927385,189.9856,-154.31747,-10.415082,-2.5214872,-6.1407495
-78.13293,-51.328842,33.669743,-120.76603,0.82072914,1.6033732,190.31909,-154.76558,-10.321098,-2.5116518,-6.113347
-78.33023,-51.43712,33.702133,-121.553375,0.7911408,1.6140214,190.65234,-155.21335,-10.275309,-2.5151486,-6.0842776
-78.527534,-51.54487,33.73541,-122.34299,0.7606508,1.6247107,190.98535,-155.66083,-10.27061,-2.530339,-6.0533504
-78.72578,-51.65209,33.769928,-123.13488,0.7288904,1.635441,191.31787,-156.10797,-10.300198,-2.5555289,-6.0204835
-78.92573,-51.758774,33.805977,-123.92904,0.69561374,1.6461916,191.64966,-156.55475,-10.357708,-2.5890512,-5.9856224
-79.12806,-51.864918,33.843792,-124.72548,0.66057485,1.6569833,191.98096,-157.00119,-10.437239,-2.6292129,-5.9487667
-79.33331,-51.970505,33.883556,-125.52418,0.62355524,1.6677955,192.31152,-157.44728,-10.5332985,-2.6744833,-5.909971
-79.541855,-52.075493,33.92541,-126.32514,0.5844456,1.6786555,192.64136,-157.893,-10.640915,-2.7233055,-5.869318
-79.75403,-52.17988,33.969505,-127.128365,0.5430683,1.6895428,192.97046,-158.33838,-10.755471,-2.7742314,-5.8269978
-79.96996,-52.28361,34.015896,-127.933846,0.49940974,1.7004642,193.29858,-158.78333,-10.872923,-2.8259768,-5.7831483
-80.189766,-52.386665,34.06465,-128.74161,0.4533333,1.7114199,193.62598,-159.22787,-10.98961,-2.87734,-5.737987
-80.41344,-52.489002,34.115784,-129.5516,0.40494823,1.7224097,193.9524,-159.67203,-11.102281,-2.9272277,-5.69176
-80.64091,-52.590595,34.169235,-130.36388,0.35418627,1.7334131,194.27783,-160.11575,-11.208258,-2.9747384,-5.6446867
-80.87201,-52.691418,34.224968,-131.17838,0.30114302,1.744478,194.60254,-160.55899,-11.30522,-3.0190802,-5.597094
-81.10655,-52.791424,34.282917,-131.99515,0.24585947,1.7555566,194.92676,-161.0018,-11.391279,-3.0595968,-5.5492005
-81.344284,-52.890602,34.34301,-132.81416,0.18844491,1.7666762,195.24976,-161.44412,-11.465073,-3.095742,-5.501362
-81.5849,-52.988926,34.405083,-133.63542,0.12902227,1.7778094,195.57227,-161.88596,-11.525643,-3.127161,-5.4538236
-81.82812,-53.086384,34.46904,-134.45892,0.06770083,1.7890041,195.89404,-162.32729,-11.572389,-3.1535528,-5.4068594
-82.073555,-53.18297,34.534744,-135.28467,0.004630868,1.8002124,196.21533,-162.7681,-11.605174,-3.174781,-5.3607693
-82.320885,-53.278667,34.602077,-136.11264,-0.06005102,1.8114549,196.53589,-163.20837,-11.624134,-3.1908183,-5.315827
-82.56978,-53.373478,34.67083,-136.94286,-0.12619457,1.8227452,196.85571,-163.64809,-11.629789,-3.2016919,-5.27225
-82.81988,-53.467422,34.740894,-137.77531,-0.19364952,1.8340491,197.17578,-164.08725,-11.622959,-3.207566,-5.230285
-83.07085,-53.560493,34.812107,-138.60999,-0.2622656,1.845394,197.49512,-164.52583,-11.604654,-3.2086587,-5.190151
-83.32239,-53.652714,34.884342,-139.4469,-0.3319062,1.8567663,197.81396,-164.96384,-11.57605,-3.2052164,-5.1520386
-83.574234,-53.744114,34.95744,-140.28604,-0.40242106,1.868166,198.13281,-165.40125,-11.538566,-3.1976485,-5.1160846
-83.8261,-53.83471,35.03126,-141.12738,-0.47367358,1.8796202,198.45142,-165.83804,-11.493678,-3.1862557,-5.082453
-84.0778,-53.924534,35.10572,-141.97093,-0.5455545,1.891088,198.76978,-166.27425,-11.442916,-3.1714752,-5.0512524
-84.329124,-54.013626,35.18065,-142.81671,-0.61794084,1.90259,199.08789,-166.70981,-11.387837,-3.153744,-5.022593
-84.579926,-54.10202,35.256,-143.6647,-0.69075066,1.9141331,199.406,-167.14476,-11.329945,-3.133472,-4.9965563
-84.83006,-54.18975,35.33164,-144.51491,-0.76387465,1.9256966,199.72412,-167.57909,-11.270768,-3.1110964,-4.97317
-85.0795,-54.27687,35.407536,-145.36731,-0.8372446,1.9372942,200.04224,-168.01276,-11.2117,-3.087054,-4.952515
-85.32813,-54.363422,35.483624,-146.22191,-0.9108057,1.9489261,200.36035,-168.4458,-11.154026,-3.0617552,-4.9345655
-85.576,-54.449448,35.559822,-147.07872,-0.98448974,1.9605852,200.67847,-168.8782,-11.098975,-3.035609,-4.919375
-85.823074,-54.534992,35.636086,-147.93771,-1.0582695,1.9722922,200.99658,-169.30997,-11.047639,-3.0089715,-4.9068623
-86.069405,-54.62011,35.712406,-148.7989,-1.1321175,1.9840196,201.3147,-169.74106,-11.000948,-2.982197,-4.897054
-86.31505,-54.70484,35.788795,-149.66228,-1.2060064,1.9957812,201.63306,-170.17157,-10.959639,-2.9555867,-4.889896
-86.5601,-54.78924,35.865185,-150.52786,-1.27995,2.00757,201.95166,-170.60138,-10.924422,-2.9294133,-4.8853335
-86.80466,-54.873352,35.941643,-151.39557,-1.353921,2.0194,202.27002,-171.03055,-10.8959,-2.9039505,-4.8833117
-87.04885,-54.957207,36.018112,-152.26552,-1.4279739,2.0312572,202.58862,-171.45909,-10.874453,-2.879389,-4.883749
-87.2928,-55.040867,36.094707,-153.13762,-1.5020951,2.0431485,202.90747,-171.887,-10.860383,-2.8558931,-4.8866177
-87.53666,-55.12437,36.17134,-154.01189,-1.576312,2.0550673,203.22632,-172.31427,-10.85388,-2.8336267,-4.8918085
-87.78057,-55.207756,36.248127,-154.88832,-1.6506654,2.06702,203.54517,-172.7409,-10.8550825,-2.8126445,-4.899267
-88.0247,-55.291065,36.325073,-155.76694,-1.7252101,2.0790002,203.86426,-173.16692,-10.863961,-2.7930827,-4.908857
-88.26921,-55.37434,36.402214,-156.6477,-1.799946,2.0910213,204.1831,-173.5923,-10.880464,-2.7749417,-4.9205775
-88.51427,-55.457607,36.479603,-157.53062,-1.8749552,2.1030698,204.50244,-174.01709,-10.904424,-2.7582488,-4.934265
-88.76003,-55.540913,36.55729,-158.41571,-1.9502511,2.1151388,204.82153,-174.44125,-10.935706,-2.7429764,-4.9498653
-89.00665,-55.624283,36.635303,-159.30295,-2.0259023,2.1272485,205.14087,-174.86484,-10.9740095,-2.7290976,-4.9672956
-89.254295,-55.70774,36.713684,-160.19234,-2.1019497,2.1393926,205.46045,-175.2878,-11.019034,-2.7166119,-4.986475
-89.50311,-55.791336,36.792545,-161.08386,-2.1784341,2.1515641,205.77954,-175.71017,-11.070479,-2.7048366,-5.007321
-89.753235,-55.87508,36.87186,-161.97755,-2.2553966,2.1637697,206.09888,-176.13193,-11.128016,-2.6937718,-5.029751
-90.00479,-55.958996,36.95165,-162.87337,-2.3328648,2.1760025,206.41821,-176.55315,-11.191046,-2.6834173,-5.053684
-90.2579,-56.043114,37.03197,-163.77133,-2.4108791,2.1882763,206.7378,-176.97375,-11.258992,-2.6737456,-5.079065
-90.512665,-56.12746,37.112843,-164.67142,-2.48944,2.2005708,207.05713,-177.39383,-11.331392,-2.6647573,-5.105812
-90.76921,-56.21205,37.19434,-165.57365,-2.5686154,2.2128992,207.37646,-177.81332,-11.40789,-2.6564517,-5.133843
-91.0276,-56.296906,37.27644,-166.47801,-2.648433,2.225255,207.69604,-178.2323,-11.488268,-2.6487472,-5.1631308
-91.28797,-56.38204,37.359207,-167.38449,-2.72892,2.2376587,208.01562,-178.65073,-11.572307,-2.6416438,-5.193539
-91.55037,-56.467484,37.442673,-168.2931,-2.8101037,2.2500827,208.33496,-179.06866,-11.659815,-2.6350868,-5.22504
-91.81491,-56.553234,37.526848,-169.20383,-2.8920386,2.2625275,208.65479,-179.48605,-11.750629,-2.629049,-5.257579
-92.081665,-56.639317,37.611828,-170.11668,-2.9747384,2.27502,208.97412,-179.90298,-11.84464,-2.6234756,-5.2910466
-92.35074,-56.725735,37.69756,-171.03165,-3.0582445,2.2875395,209.29346,-180.31941,-11.941656,-2.6183393,-5.325416
-92.62219,-56.81251,37.784153,-171.94872,-3.1425972,2.3000934,209.61304,-180.7354,-12.041568,-2.6136127,-5.3606052
-92.896095,-56.89965,37.871593,-172.8679,-3.2278242,2.3126678,209.93262,-181.15091,-12.144267,-2.6091866,-5.3965597
-93.17254,-56.987156,37.959934,-173.78922,-3.3139393,2.325283,210.2522,-181.56598,-12.249643,-2.6050887,-5.4332237
-93.45159,-57.075047,38.04919,-174.71262,-3.4010105,2.337919,210.57178,-181.98062,-12.3576145,-2.6012638,-5.4705167
-93.73331,-57.163322,38.13942,-175.63814,-3.489038,2.350589,210.89111,-182.39487,-12.468127,-2.5976574,-5.5084105
-94.017784,-57.251984,38.230644,-176.56575,-3.5780628,2.3633068,211.2107,-182.80869,-12.581099,-2.5942423,-5.546851
-94.30507,-57.341045,38.322865,-177.49547,-3.6681256,2.3760383,211.53027,-183.2221,-12.696474,-2.5910184,-5.585783
-94.59527,-57.430508,38.416138,-178.42729,-3.7592404,2.3888106,211.84985,-183.63518,-12.814226,-2.5879586,-5.625152
-94.8884,-57.520367,38.510517,-179.3612,-3.8514478,2.4016037,212.16943,-184.04788,-12.934328,-2.585008,-5.664904
-95.18453,-57.610634,38.60596,-180.29721,-3.9447892,2.4144309,212.48901,-184.46024,-13.056753,-2.5821939,-5.705038
-95.48377,-57.701298,38.702583,-181.23532,-4.039264,2.427292,212.8086,-184.87225,-13.1815815,-2.5795164,-5.745473
-95.78616,-57.792366,38.80039,-182.17552,-4.134928,2.4401736,213.12842,-185.28397,-13.308786,-2.576921,-5.786181
-96.091774,-57.883835,38.899372,-183.1178,-4.231807,2.4531033,213.44775,-185.69534,-13.438478,-2.5744348,-5.8271346
-96.40068,-57.975708,38.9996,-184.06218,-4.3299437,2.4660532,213.76733,-186.10645,-13.570738,-2.572058,-5.868307
-96.71297,-58.06797,39.101097,-185.00865,-4.42935,2.4790375,214.08691,-186.51727,-13.705593,-2.5698175,-5.909643
-97.02867,-58.16063,39.20389,-185.9572,-4.5300817,2.492049,214.40625,-186.92781,-13.843235,-2.5676866,-5.951116
-97.34792,-58.25367,39.308052,-186.90784,-4.632152,2.5050948,214.72583,-187.3381,-13.9836645,-2.5657194,-5.992726
-97.67075,-58.347107,39.413563,-187.86055,-4.7356157,2.5181744,215.04541,-187.74815,-14.127098,-2.5639162,-6.0344443
-97.99728,-58.44091,39.520496,-188.81537,-4.8404865,2.5312884,215.36475,-188.15799,-14.273674,-2.562277,-6.0762453
-98.32757,-58.535088,39.62889,-189.77223,-4.9468327,2.5444162,215.68433,-188.56761,-14.423583,-2.5608563,-6.1180735
-98.66173,-58.62963,39.738777,-190.7312,-5.0546813,2.5575914,216.0039,-188.97704,-14.577016,-2.5596817,-6.159956
-98.99984,-58.724514,39.850163,-191.69225,-5.1640596,2.5707874,216.32324,-189.38626,-14.734138,-2.5587254,-6.2018933
-99.342,-58.819756,39.963146,-192.65536,-5.275037,2.5840175,216.64258,-189.79532,-14.895139,-2.5580697,-6.2438035
-99.688354,-58.915337,40.077732,-193.62056,-5.387639,2.5972817,216.96191,-190.20422,-15.060293,-2.5577145,-6.285768
-100.03897,-59.011253,40.194023,-194.58783,-5.5019083,2.6105733,217.28125,-190.61296,-15.229818,-2.5577145,-6.3277054
-100.394,-59.10747,40.311966,-195.55719,-5.6178985,2.623899,217.60059,-191.02158,-15.403961,-2.5580423,-6.36967
-100.753525,-59.204002,40.431725,-196.52861,-5.735678,2.637252,217.91992,-191.43005,-15.583049,-2.5588074,-6.4116077
-101.1177,-59.300835,40.553276,-197.50212,-5.8552613,2.6506324,218.23901,-191.83846,-15.767272,-2.559982,-6.4535723
-101.48666,-59.39793,40.676685,-198.47769,-5.9767294,2.6640537,218.5581,-192.24673,-15.957043,-2.5616486,-6.495537
-101.86054,-59.495308,40.802044,-199.45534,-6.100137,2.6775024,218.8772,-192.65492,-16.152658,-2.5637796,-6.537529
-102.2395,-59.592945,40.929348,-200.43507,-6.225526,2.6909714,219.19434,-193.06163,-16.35445,-2.5617306,-6.5793843
